round,algorithm,seed,test_accuracy,round_train_seconds,selected_clients,task_seeds,global_state_sha256,total_reset_slots,targeted_reset_slots,replaced_reset_slots,targeted_clients,fallback_clients,fallback_client_layers,history_memory_bytes,source_support_sha256,rng_unchanged,failed_client_updates
24,HistoryIdentityB0,1,51.36000061035156,13.934763900004327,"[70, 54, 33, 75, 31, 58, 17, 6, 3, 51]","[2500070, 2501067, 2502064, 2503061, 2504058, 2505055, 2506052, 2507049, 2508046, 2509043]",d6fed7d28826e74c75d64c99b79fe17dd4732a25202bc4f80b5d9f023d916a16,660,0,0,0,0,0,1879680,,True,0
25,HistoryIdentityB0,1,55.150001525878906,11.4892700999917,"[42, 87, 33, 36, 30, 84, 78, 98, 71, 75]","[2600073, 2601070, 2602067, 2603064, 2604061, 2605058, 2606055, 2607052, 2608049, 2609046]",e98fe0b68ce1108c5c9fb30c0f665bd48a492c8a2fbd9caf7efabfad3e32a041,660,0,0,0,0,0,1900800,,True,0
26,HistoryIdentityB0,1,51.04999923706055,11.132526999979746,"[41, 47, 34, 10, 51, 11, 50, 16, 86, 64]","[2700076, 2701073, 2702070, 2703067, 2704064, 2705061, 2706058, 2707055, 2708052, 2709049]",ae0ce974f2410426cacebe2a79574c0aa4be1f9ac02fdc86a5f10e4b467795a5,660,0,0,0,0,0,1921920,,True,0
27,HistoryIdentityB0,1,51.61000061035156,12.527911399985896,"[58, 82, 63, 50, 98, 84, 4, 46, 65, 88]","[2800079, 2801076, 2802073, 2803070, 2804067, 2805064, 2806061, 2807058, 2808055, 2809052]",278d809bda834a764e535ba55f464803e3afa19876a4d671076928cb578165d0,660,0,0,0,0,0,1921920,,True,0
28,HistoryIdentityB0,1,51.5,8.09610789999715,"[99, 88, 69, 16, 46, 29, 90, 91, 4, 45]","[2900082, 2901079, 2902076, 2903073, 2904070, 2905067, 2906064, 2907061, 2908058, 2909055]",63cb20c1f8ca2140ce3da9e6311939337fd68a42b3bb199d9f4e20ab0fb3ac7f,660,0,0,0,0,0,1921920,,True,0
29,HistoryIdentityB0,1,47.15999984741211,11.326159599993844,"[80, 73, 28, 34, 1, 10, 13, 65, 5, 49]","[3000085, 3001082, 3002079, 3003076, 3004073, 3005070, 3006067, 3007064, 3008061, 3009058]",0b1e32b4eca58a1bbaaf9b362f8129a90810ab83b0b404dd8281395abea30eef,660,0,0,0,0,0,1943040,,True,0
30,HistoryIdentityB0,1,56.86000061035156,9.224709800007986,"[62, 41, 74, 11, 99, 8, 75, 26, 81, 85]","[3100088, 3101085, 3102082, 3103079, 3104076, 3105073, 3106070, 3107067, 3108064, 3109061]",698df8206ea7b9aa2a1d0f9e16bf9c9ad8c3d94132d294bb1dbc7c19961a2fb1,660,0,0,0,0,0,1943040,,True,0
31,HistoryIdentityB0,1,57.20000076293945,7.843224999989616,"[96, 81, 77, 83, 14, 50, 13, 67, 53, 91]","[3200091, 3201088, 3202085, 3203082, 3204079, 3205076, 3206073, 3207070, 3208067, 3209064]",041f461ee7a6a0e9880c0f8f16055b4218054cec85032e234142240362dd44d6,660,0,0,0,0,0,1985280,,True,0
32,HistoryIdentityB0,1,57.790000915527344,11.158693900011713,"[40, 73, 70, 3, 6, 94, 1, 25, 20, 10]","[3300094, 3301091, 3302088, 3303085, 3304082, 3305079, 3306076, 3307073, 3308070, 3309067]",1be4ac320530c79e2ecb7f7bda6213ff5825f1b4ac43b215cdf9743a1f4bff98,660,0,0,0,0,0,2006400,,True,0
33,HistoryIdentityB0,1,56.36000061035156,10.292995099996915,"[45, 16, 51, 88, 17, 78, 36, 44, 21, 62]","[3400097, 3401094, 3402091, 3403088, 3404085, 3405082, 3406079, 3407076, 3408073, 3409070]",2212bee3e7f00e172d34461831e3cbde0089841f35249c8438ef7f7234df0186,660,0,0,0,0,0,2027520,,True,0
34,HistoryIdentityB0,1,66.2300033569336,7.986682699993253,"[92, 43, 97, 61, 58, 67, 1, 98, 30, 75]","[3500100, 3501097, 3502094, 3503091, 3504088, 3505085, 3506082, 3507079, 3508076, 3509073]",f4fd6cea7db8de192b25f1fa4eec1dca1c241878ed2f98c2564efa57818520b1,660,0,0,0,0,0,2027520,,True,0
35,HistoryIdentityB0,1,55.4900016784668,10.3385998000158,"[31, 89, 17, 66, 92, 23, 96, 9, 35, 20]","[3600103, 3601100, 3602097, 3603094, 3604091, 3605088, 3606085, 3607082, 3608079, 3609076]",8a8abf4582d937e3fa02adda914ac03d8893d6ee7c707549b87a621ae6f428ae,660,0,0,0,0,0,2027520,,True,0
36,HistoryIdentityB0,1,53.540000915527344,14.082919500011485,"[72, 68, 65, 28, 23, 85, 16, 60, 73, 78]","[3700106, 3701103, 3702100, 3703097, 3704094, 3705091, 3706088, 3707085, 3708082, 3709079]",45fe513856c9de8d515df16532fefe0b161ca285457e457b50507c1c00814a5a,660,0,0,0,0,0,2027520,,True,0
37,HistoryIdentityB0,1,61.36000061035156,11.057386099972064,"[66, 49, 62, 9, 84, 68, 74, 3, 44, 71]","[3800109, 3801106, 3802103, 3803100, 3804097, 3805094, 3806091, 3807088, 3808085, 3809082]",56ba993dadbffa65e7e4d3fde1210f8a82c5d4dd1f3614de90bbbbe341cd6677,660,0,0,0,0,0,2027520,,True,0
38,HistoryIdentityB0,1,57.97999954223633,8.92463459999999,"[50, 73, 27, 38, 8, 53, 21, 14, 28, 64]","[3900112, 3901109, 3902106, 3903103, 3904100, 3905097, 3906094, 3907091, 3908088, 3909085]",cdbfb9e34da2236815af03d5b993498b4d1a70e26454809f0adfde4489f084f6,660,0,0,0,0,0,2027520,,True,0
39,HistoryIdentityB0,1,59.81999969482422,10.970794799999567,"[48, 87, 40, 59, 3, 10, 75, 35, 49, 89]","[4000115, 4001112, 4002109, 4003106, 4004103, 4005100, 4006097, 4007094, 4008091, 4009088]",2a0489e949b2c1b10b3b51df4f1718bf2f84be8532e041b40f53279e51070ba2,660,0,0,0,0,0,2027520,,True,0
40,HistoryIdentityB0,1,65.27999877929688,10.270787399989786,"[83, 93, 34, 60, 90, 45, 42, 41, 91, 36]","[4100118, 4101115, 4102112, 4103109, 4104106, 4105103, 4106100, 4107097, 4108094, 4109091]",c49595381a88911ea853fcaa80ae50010c208b65d62acec6a38ff97d26c7f7ee,660,0,0,0,0,0,2027520,,True,0
41,HistoryIdentityB0,1,67.66999816894531,9.961414600024,"[75, 52, 20, 80, 90, 93, 4, 51, 13, 98]","[4200121, 4201118, 4202115, 4203112, 4204109, 4205106, 4206103, 4207100, 4208097, 4209094]",48ada7c01d8faee6a6497016fee0cdf51face997e6a127458f7a9f0886414ea4,660,0,0,0,0,0,2027520,,True,0
42,HistoryIdentityB0,1,57.77000045776367,10.179308899998432,"[98, 79, 17, 10, 3, 12, 29, 26, 54, 58]","[4300124, 4301121, 4302118, 4303115, 4304112, 4305109, 4306106, 4307103, 4308100, 4309097]",41d0dd0f5e5169ccd7d9a9b4302110a8621d61dde0fa380f14991eb7614602ca,660,0,0,0,0,0,2027520,,True,0
43,HistoryIdentityB0,1,62.060001373291016,11.124412300006952,"[32, 15, 47, 9, 7, 16, 24, 57, 71, 28]","[4400127, 4401124, 4402121, 4403118, 4404115, 4405112, 4406109, 4407106, 4408103, 4409100]",5a9cd09c9df050e1027d0f6c8cfc782899eb76276b5fa82f3f8696334d05f14a,660,0,0,0,0,0,2048640,,True,0
44,HistoryIdentityB0,1,63.189998626708984,9.30723360000411,"[76, 67, 81, 35, 44, 49, 32, 99, 69, 51]","[4500130, 4501127, 4502124, 4503121, 4504118, 4505115, 4506112, 4507109, 4508106, 4509103]",4bba0b341781a4fbb0197081bc1932671f2b7cfc5b7b79908afde450d5b0f525,660,0,0,0,0,0,2048640,,True,0
45,HistoryIdentityB0,1,55.09000015258789,9.621417199989082,"[42, 4, 95, 71, 84, 22, 61, 5, 10, 28]","[4600133, 4601130, 4602127, 4603124, 4604121, 4605118, 4606115, 4607112, 4608109, 4609106]",a1f3c8f9a001608919163a5b259013cbd313af66cd3e3c12bcbfe33ac9930f9a,660,0,0,0,0,0,2048640,,True,0
46,HistoryIdentityB0,1,66.11000061035156,11.103055699990364,"[61, 52, 80, 26, 37, 44, 85, 1, 99, 55]","[4700136, 4701133, 4702130, 4703127, 4704124, 4705121, 4706118, 4707115, 4708112, 4709109]",86ca07e8f5c43b52257601ee4ac12df0227f41bfac2710066fa8c9a29b0409be,660,0,0,0,0,0,2048640,,True,0
47,HistoryIdentityB0,1,61.189998626708984,9.806745500012767,"[23, 10, 75, 28, 19, 22, 43, 13, 98, 85]","[4800139, 4801136, 4802133, 4803130, 4804127, 4805124, 4806121, 4807118, 4808115, 4809112]",05a1a5be7b97d084b603534e88f2c109387a1fa625e61a01c5c4b9d6ce16d950,660,0,0,0,0,0,2069760,,True,0
48,HistoryIdentityB0,1,61.599998474121094,8.742687500023749,"[18, 1, 96, 63, 59, 71, 88, 39, 97, 68]","[4900142, 4901139, 4902136, 4903133, 4904130, 4905127, 4906124, 4907121, 4908118, 4909115]",df87dc8b6ca256eeb6caf2ad47e4d97dc42e389fc37c839d80c1ca6c1cda6099,660,0,0,0,0,0,2112000,,True,0
49,HistoryIdentityB0,1,59.5099983215332,12.354716099973302,"[44, 11, 93, 47, 54, 9, 81, 94, 45, 65]","[5000145, 5001142, 5002139, 5003136, 5004133, 5005130, 5006127, 5007124, 5008121, 5009118]",ce52d807ab6d33c01c589aebe2c61a722b7a11a6e5af6c577df3af9403bfc290,660,0,0,0,0,0,2112000,,True,0
50,HistoryIdentityB0,1,62.38999938964844,9.189054400019813,"[48, 43, 51, 76, 99, 39, 38, 73, 89, 80]","[5100148, 5101145, 5102142, 5103139, 5104136, 5105133, 5106130, 5107127, 5108124, 5109121]",6db1c3d35808857d3d6d6de97d003bcafd0320e55a87b864dd1acb2dfd274cad,660,0,0,0,0,0,2112000,,True,0
51,HistoryIdentityB0,1,56.099998474121094,11.311775099980878,"[34, 16, 99, 17, 62, 58, 96, 29, 90, 30]","[5200151, 5201148, 5202145, 5203142, 5204139, 5205136, 5206133, 5207130, 5208127, 5209124]",cb24458f9ca27534e8303ed6963a9da047a136119a1284c54f352540d3d316ab,660,0,0,0,0,0,2112000,,True,0
52,HistoryIdentityB0,1,66.94999694824219,9.200886199978413,"[8, 59, 78, 95, 25, 35, 99, 86, 54, 64]","[5300154, 5301151, 5302148, 5303145, 5304142, 5305139, 5306136, 5307133, 5308130, 5309127]",25fff03acb1f79802df5a2a4e4292fcac98c6ef766588668a57a66e15364aac5,660,0,0,0,0,0,2112000,,True,0
53,HistoryIdentityB0,1,60.72999954223633,10.705842800001847,"[87, 42, 55, 74, 37, 10, 26, 23, 57, 62]","[5400157, 5401154, 5402151, 5403148, 5404145, 5405142, 5406139, 5407136, 5408133, 5409130]",d994065182a7844f95f8088a92805c9a658fe0254bf2acf76fb38b59d78f8de4,660,0,0,0,0,0,2112000,,True,0
54,HistoryIdentityB0,1,51.72999954223633,7.938512900000205,"[84, 2, 76, 48, 68, 40, 92, 8, 42, 46]","[5500160, 5501157, 5502154, 5503151, 5504148, 5505145, 5506142, 5507139, 5508136, 5509133]",3a78976a074ae83fadea238e25921d45a4ff4793b79f3ede7853b98b17bb6553,660,0,0,0,0,0,2112000,,True,0
55,HistoryIdentityB0,1,67.12000274658203,10.16498520001187,"[91, 70, 16, 58, 10, 35, 31, 86, 62, 54]","[5600163, 5601160, 5602157, 5603154, 5604151, 5605148, 5606145, 5607142, 5608139, 5609136]",a0b905a6c5e703bb5990527f3e5934849fb14c1b05603ec297eed4488febb4b9,660,0,0,0,0,0,2112000,,True,0
56,HistoryIdentityB0,1,65.16000366210938,10.723698399990099,"[32, 41, 20, 75, 69, 62, 74, 38, 80, 58]","[5700166, 5701163, 5702160, 5703157, 5704154, 5705151, 5706148, 5707145, 5708142, 5709139]",787d1ba923c5a57fafd3fb177737a6449a5c5e075b477af187386cc2d9b54d56,660,0,0,0,0,0,2112000,,True,0
57,HistoryIdentityB0,1,56.97999954223633,8.717369299993152,"[89, 0, 84, 16, 97, 67, 41, 38, 59, 60]","[5800169, 5801166, 5802163, 5803160, 5804157, 5805154, 5806151, 5807148, 5808145, 5809142]",21a3543c41f6cc31b21789355cd7280fa2e0b4b304a99d8b8d0454f7dea450c7,660,0,0,0,0,0,2112000,,True,0
58,HistoryIdentityB0,1,53.369998931884766,8.528868900000816,"[59, 21, 34, 35, 95, 41, 9, 12, 47, 42]","[5900172, 5901169, 5902166, 5903163, 5904160, 5905157, 5906154, 5907151, 5908148, 5909145]",c19d33980a3103e29e34c77ff4cd84c64a1ac2bd9d03ef88b2646ee1bd4a097e,660,0,0,0,0,0,2112000,,True,0
59,HistoryIdentityB0,1,61.20000076293945,10.61008720000973,"[88, 78, 75, 43, 57, 63, 34, 79, 17, 93]","[6000175, 6001172, 6002169, 6003166, 6004163, 6005160, 6006157, 6007154, 6008151, 6009148]",ccf215cffd65a5d95ad1f493229af756bb2a21eb3d45176075d94652aabe17bb,660,0,0,0,0,0,2112000,,True,0
60,HistoryIdentityB0,1,64.73999786376953,8.111868800013326,"[76, 35, 9, 75, 32, 97, 53, 72, 27, 91]","[6100178, 6101175, 6102172, 6103169, 6104166, 6105163, 6106160, 6107157, 6108154, 6109151]",f215b179699ec9d87dba400a8792aa31ce3d8c47e6bb1be57acdb574a47daade,660,0,0,0,0,0,2112000,,True,0
61,HistoryIdentityB0,1,66.75,13.415222199982964,"[60, 14, 9, 43, 15, 68, 7, 44, 65, 89]","[6200181, 6201178, 6202175, 6203172, 6204169, 6205166, 6206163, 6207160, 6208157, 6209154]",dc78b5d28be944c1d15b9ff146cc0ae0ef2d99152ff88973816c4d42ad4007b5,660,0,0,0,0,0,2112000,,True,0
62,HistoryIdentityB0,1,63.790000915527344,10.441004399996018,"[56, 67, 28, 93, 30, 71, 78, 48, 25, 19]","[6300184, 6301181, 6302178, 6303175, 6304172, 6305169, 6306166, 6307163, 6308160, 6309157]",13a2ac6663025ad9fad45c1120f16106d92c4b22cffda9c660dbdec7d4b87023,660,0,0,0,0,0,2112000,,True,0
63,HistoryIdentityB0,1,64.2300033569336,9.776537700003246,"[61, 18, 63, 89, 0, 99, 42, 76, 81, 9]","[6400187, 6401184, 6402181, 6403178, 6404175, 6405172, 6406169, 6407166, 6408163, 6409160]",e51f912427dd2ac4a6d30a20c4fe6367c4939e6add44c04f1d0cc7141e6d7f4d,660,0,0,0,0,0,2112000,,True,0
64,HistoryIdentityB0,1,64.52999877929688,10.722169900021981,"[14, 22, 8, 93, 29, 90, 73, 28, 57, 58]","[6500190, 6501187, 6502184, 6503181, 6504178, 6505175, 6506172, 6507169, 6508166, 6509163]",66c6aacb64270ed7d20d6f7b1d21ce8059eb9f647d87fc0e8a5ae5f8d9db68d5,660,0,0,0,0,0,2112000,,True,0
65,HistoryIdentityB0,1,65.80999755859375,10.676854999997886,"[16, 90, 78, 23, 55, 61, 31, 0, 11, 82]","[6600193, 6601190, 6602187, 6603184, 6604181, 6605178, 6606175, 6607172, 6608169, 6609166]",2a57c8f85c3a108bb053d0460babb7343b3dbecda9f5db8377d74c33e2ce7c20,660,0,0,0,0,0,2112000,,True,0
66,HistoryIdentityB0,1,64.66999816894531,12.081427400000393,"[28, 65, 16, 72, 11, 36, 19, 51, 81, 53]","[6700196, 6701193, 6702190, 6703187, 6704184, 6705181, 6706178, 6707175, 6708172, 6709169]",adecc6a10af6dd5e9c4abae3e82f074e05c451378de3c3a495936c578fde1d9b,660,0,0,0,0,0,2112000,,True,0
67,HistoryIdentityB0,1,63.15999984741211,9.455050299991854,"[53, 63, 96, 28, 78, 90, 58, 73, 34, 4]","[6800199, 6801196, 6802193, 6803190, 6804187, 6805184, 6806181, 6807178, 6808175, 6809172]",ef3d0631d24afb47917ad4df27ee99c6013847f8981941a6ca54a92ad3412c50,660,0,0,0,0,0,2112000,,True,0
68,HistoryIdentityB0,1,57.5,9.432906999980332,"[38, 57, 22, 41, 70, 39, 10, 5, 17, 32]","[6900202, 6901199, 6902196, 6903193, 6904190, 6905187, 6906184, 6907181, 6908178, 6909175]",cb796a2a7f7fea1a356e5bcc5645f8b46b7d91a2d415276a401781f67c5278a2,660,0,0,0,0,0,2112000,,True,0
69,HistoryIdentityB0,1,69.98999786376953,8.954048000014154,"[60, 67, 48, 59, 46, 94, 22, 29, 53, 97]","[7000205, 7001202, 7002199, 7003196, 7004193, 7005190, 7006187, 7007184, 7008181, 7009178]",63ed900d4e9e8fc8bd0ffe135411e56cd5a4f283ee85c8c376d52d8b4f84ca80,660,0,0,0,0,0,2112000,,True,0
70,HistoryIdentityB0,1,59.650001525878906,8.603238600015175,"[61, 33, 76, 48, 37, 54, 38, 13, 8, 39]","[7100208, 7101205, 7102202, 7103199, 7104196, 7105193, 7106190, 7107187, 7108184, 7109181]",576a8b9838a5dd27e5bb25a94422efeb61e9ab9ac029299e386575b975aac0db,660,0,0,0,0,0,2112000,,True,0
71,HistoryIdentityB0,1,58.91999816894531,8.984510200010845,"[31, 88, 91, 25, 50, 95, 67, 45, 80, 70]","[7200211, 7201208, 7202205, 7203202, 7204199, 7205196, 7206193, 7207190, 7208187, 7209184]",f44e98e0788f3b137df534f80b1caf1816aa508a4596bcab6ce58f586b434ff7,660,0,0,0,0,0,2112000,,True,0
72,HistoryIdentityB0,1,62.560001373291016,10.478884099982679,"[3, 23, 17, 94, 61, 43, 63, 91, 37, 84]","[7300214, 7301211, 7302208, 7303205, 7304202, 7305199, 7306196, 7307193, 7308190, 7309187]",165e1e4a46f2a580d1641607139bfec1e1d9530ebfc35ea8b120fab4285ff199,660,0,0,0,0,0,2112000,,True,0
73,HistoryIdentityB0,1,69.18000030517578,10.248297299986007,"[11, 73, 78, 47, 45, 83, 36, 75, 91, 57]","[7400217, 7401214, 7402211, 7403208, 7404205, 7405202, 7406199, 7407196, 7408193, 7409190]",7af97bc77cc974aead1cfa5f51142637cd4ab890f500e7e2cd74209b9684a3e6,660,0,0,0,0,0,2112000,,True,0
74,HistoryIdentityB0,1,67.22000122070312,9.828263100003824,"[46, 54, 66, 62, 96, 49, 24, 75, 60, 52]","[7500220, 7501217, 7502214, 7503211, 7504208, 7505205, 7506202, 7507199, 7508196, 7509193]",e0575019daab44ec1d9670bf0e18a96c7ad349cf2569b45c81b636b533352e3f,660,0,0,0,0,0,2112000,,True,0
75,HistoryIdentityB0,1,71.70999908447266,10.223888700013049,"[75, 51, 39, 89, 14, 54, 41, 30, 24, 80]","[7600223, 7601220, 7602217, 7603214, 7604211, 7605208, 7606205, 7607202, 7608199, 7609196]",c87be577c0363f804ffeb8a8f0d46dd7375d084de02b6557c8f555c3063b2feb,660,0,0,0,0,0,2112000,,True,0
76,HistoryIdentityB0,1,66.94999694824219,9.473861299979035,"[67, 90, 45, 78, 32, 86, 50, 55, 33, 60]","[7700226, 7701223, 7702220, 7703217, 7704214, 7705211, 7706208, 7707205, 7708202, 7709199]",a5363c71a46a46c51d1502e7df1ea4744ac57966c2b145033c3bce1bc42cea8b,660,0,0,0,0,0,2112000,,True,0
77,HistoryIdentityB0,1,65.30000305175781,7.970120100013446,"[4, 16, 51, 33, 89, 30, 13, 77, 43, 85]","[7800229, 7801226, 7802223, 7803220, 7804217, 7805214, 7806211, 7807208, 7808205, 7809202]",eb23959e96a471d0f91ffe814ac3cf5c40c9208946ce7e6748e4761ea8899cef,660,0,0,0,0,0,2112000,,True,0
