round,client_id,task_id,task_seed,visit_index,is_returning,previous_view,current_view,reset_kernel_count,reset_action_norm,reset_response_norm,reset_recovery_coeff,reset_recovery_cosine,reset_residual_ratio
1,80,0,200001,1,False,,F,66,6.638569271151432,0.2455516691017271,-0.00013552170686164825,-0.0036638734407023568,1.0008192659655137
1,84,1,200998,1,False,,I,66,6.629260848795431,0.18844221328016622,3.599536442276598e-05,0.0012662909013380014,1.000367950724375
1,33,2,201995,1,False,,I,66,6.622439448686059,0.23673647238750664,-0.00019546236096804634,-0.005467842098633814,1.000834060826785
1,81,3,202992,1,False,,F,66,6.621825219235964,0.19890407802164572,2.154790307420394e-05,0.0007173631099818492,1.0004294901187694
1,93,4,203989,1,False,,F,66,6.630710939859584,0.18718684451451664,-3.4368126417748e-05,-0.001217420553300258,1.0004327489218807
1,17,5,204986,1,False,,I,66,6.626439292210048,0.17027120973542836,2.7925912132273288e-05,0.0010867918405614476,1.000302163763837
1,36,6,205983,1,False,,F,66,6.615815844908049,0.24775759166435463,-3.8475449179681934e-05,-0.0010274013587711838,1.0007394266518255
1,82,7,206980,1,False,,I,66,6.642799910977666,0.22008119204468143,-0.00011059774506206,-0.003338216610985978,1.0006592050084229
1,69,8,207977,1,False,,F,66,6.653052889053164,0.18532894316989407,3.9531074859820265e-05,0.0014191109456710867,1.00034839289256
1,65,9,208974,1,False,,F,66,6.634757880037056,0.23270750917477592,-6.449732788224947e-05,-0.0018388927625227623,1.000679359360846
2,44,0,300004,1,False,,F,66,6.537881340207938,0.23558153286750577,-7.917693178290182e-05,-0.002197325819962379,1.0007281117262428
2,96,1,301001,1,False,,F,66,6.554430873530023,0.13508276904984964,7.224638052544621e-05,0.0035055093284212125,1.0001401171141953
2,1,2,301998,1,False,,I,66,6.5649498778421895,0.14141018567507585,4.951192521926573e-05,0.002298584828708699,1.0001824610520673
2,35,3,302995,1,False,,F,66,6.557703431352445,0.21893628108824675,-8.134883995689676e-05,-0.0024366065060927684,1.0006384615652446
2,26,4,303992,1,False,,F,66,6.519035795607593,0.1932345235757438,3.218295091380493e-05,0.0010857366744407122,1.0004070458496654
2,11,5,304989,1,False,,F,66,6.553820402362335,0.22988779762573597,-0.0001236756888337839,-0.0035258428725783606,1.0007385978892014
2,38,6,305986,1,False,,I,66,6.49666790540863,0.13514647954479206,1.4521245878132075e-06,6.980552683285424e-05,1.0002148953328789
2,82,7,306983,2,True,I,F,66,6.515805598569483,0.22974082650060693,9.220070871201025e-05,0.0026149548740023814,1.0005292579743135
2,87,8,307980,1,False,,I,66,6.55801530213752,0.19517362667922278,-0.00015239015294157588,-0.005120450810309561,1.0005950740767626
2,3,9,308977,1,False,,F,66,6.547518835218963,0.2167928260685045,7.085592567027588e-05,0.00213997167860254,1.0004771889116189
3,95,0,400007,1,False,,F,66,6.461081100736127,0.3062845032087129,-6.446562547187996e-05,-0.0013599043700172225,1.0011873553802766
3,67,1,401004,1,False,,I,66,6.490546141236825,0.1735908486464687,-3.410407546148675e-05,-0.0012751482990702068,1.0003916797934675
3,96,2,402001,2,True,F,I,66,6.464310579298423,0.13137181136579865,5.034945234055321e-05,0.002477506354221845,1.0001561430627774
3,71,3,402998,1,False,,F,66,6.460498407470069,0.19262524579553825,3.775156264959761e-05,0.0012661575556654429,1.0004066581813078
3,1,4,403995,2,True,I,F,66,6.4525767901178,0.13144649020568214,4.095745374987539e-05,0.00201056045721105,1.0001665208118964
3,80,5,404992,2,True,F,I,66,6.448910121326598,0.28907093183713545,-4.332125070562008e-05,-0.0009664577837954288,1.0010474028583083
3,99,6,405989,1,False,,F,66,6.477809745657342,0.1714270038284567,-2.9815149119567563e-05,-0.0011266420063380316,1.0003799074694266
3,45,7,406986,1,False,,I,66,6.476652285546394,0.14251077959372022,0.00013775069134499057,0.006260321727747153,1.0001043268554592
3,52,8,407983,1,False,,I,66,6.4502796674153045,0.23156312892834433,-7.402323009174475e-05,-0.0020619454322661685,1.0007181597165997
3,27,9,408980,1,False,,F,66,6.443317523377593,0.15417216976757983,0.00020786545872090182,0.008687321159788786,1.0000783929443127
4,40,0,500010,1,False,,F,66,6.3353746193000475,0.1846970573285198,2.7444112001384065e-05,0.0009413725001182474,1.0003974342712754
4,10,1,501007,1,False,,F,66,6.370462488836721,0.2494601400006648,0.0001972633610002672,0.005037513574976371,1.0005692833163462
4,96,2,502004,3,True,I,F,66,6.393970666253236,0.13659396878818675,0.00011905126094510965,0.005572795614703964,1.0001091302435259
4,66,3,503001,1,False,,F,66,6.374870112214204,0.22558851118665263,9.245066854792497e-05,0.002612548842480985,1.0005335323414424
4,89,4,503998,1,False,,I,66,6.347202779203433,0.1384393668490221,-0.00011812676185900164,-0.005415905375975346,1.0003559250919176
4,32,5,504995,1,False,,F,66,6.34949257309917,0.1595565739155008,9.634665275606109e-05,0.003834078039539981,1.0002193633002274
4,95,6,505992,2,True,F,I,66,6.3488347411596635,0.2212644625203038,-0.00012363980153550858,-0.0035476490821613076,1.0007306756716667
4,55,7,506989,1,False,,I,66,6.36268850236451,0.2593737306713071,0.00018961745082142785,0.004651499483242854,1.000641061569642
4,25,8,507986,1,False,,F,66,6.358299312334345,0.26510354084172977,5.4496713281282225e-05,0.0013070606808166872,1.0008143705004289
4,5,9,508983,1,False,,I,66,6.325375919950514,0.1981078665580799,2.070822293770415e-05,0.000661191789050134,1.000469638301716
5,89,0,600013,2,True,I,F,66,6.265855924480271,0.1561447756341034,2.9891635117745385e-05,0.001199506536373642,1.0002805707968254
5,99,1,601010,2,True,F,I,66,6.3252177140933235,0.1547805155378809,4.8690530893988354e-05,0.001989773760908931,1.0002506779313438
5,45,2,602007,2,True,I,F,66,6.267394096222509,0.13579877464471762,0.00011458186317018888,0.005288189784042112,1.000120151241802
5,96,3,603004,4,True,F,I,66,6.272321793395653,0.14249814503636118,9.955846763105218e-05,0.004382251755456285,1.0001584955503218
5,72,4,604001,1,False,,F,66,6.257026804696737,0.16134048091246395,0.00010876461602351068,0.004218055592796808,1.0002236560327522
5,9,5,604998,1,False,,I,66,6.260006698669327,0.19026742144755318,0.000271750562717151,0.008940891351892716,1.0001901327565585
5,74,6,605995,1,False,,F,66,6.285824899365768,0.11603845326583317,1.7971499586827224e-05,0.0009735195222056068,1.0001524089285305
5,88,7,606992,1,False,,I,66,6.242167672817204,0.19256937750841233,0.00014717826172039764,0.0047708072764968456,1.0003286216025116
5,1,8,607989,3,True,F,I,66,6.257366445103632,0.13894475922856034,5.151258095955302e-06,0.00023198650843994704,1.0002413504067897
5,38,9,608986,2,True,I,F,66,6.3113654041712115,0.11778922082233446,2.8200791817349035e-05,0.0015110508466065684,1.0001459429587574
6,0,0,700016,1,False,,I,66,6.155795538305097,0.22223834836489725,5.900305140668395e-06,0.0001634329643224333,1.0006455791716302
6,86,1,701013,1,False,,F,66,6.171713594947649,0.24927454755249107,9.655344961313058e-06,0.00023905378365534792,1.000805689824483
6,4,2,702010,1,False,,F,66,6.14768336728771,0.16403743672921517,0.00010564782245017727,0.003959397158437783,1.0002503068929844
6,23,3,703007,1,False,,F,66,6.226696231732673,0.21030992320526112,-4.443637777107837e-05,-0.001315638472025977,1.0006146404708007
6,24,4,704004,1,False,,I,66,6.21445923838364,0.23544265978090317,0.00011315481222735133,0.002986697350705788,1.0006043471701367
6,1,5,705001,4,True,I,F,66,6.198808495235789,0.14978401453222231,6.976320021825603e-05,0.0028871486688039362,1.0002221460043272
6,62,6,705998,1,False,,I,66,6.179572318649227,0.3049317693517235,-0.00010949547783943525,-0.0022189725436285008,1.0013260869117802
6,83,7,706995,1,False,,I,66,6.182364314650814,0.1550603204743624,0.00013709604739175826,0.005466116079703575,1.0001774182838015
6,66,8,707992,2,True,F,I,66,6.1601545763638645,0.2149970651628981,0.00016598883417799008,0.004755957369498123,1.0004429615154617
6,93,9,708989,2,True,F,I,66,6.214770612250483,0.2312701259132864,-2.3250783870712002e-05,-0.0006248030857432191,1.0007153977755558
7,6,0,800019,1,False,,I,66,6.080817882352124,0.371599710122502,0.0002399479987600082,0.003926483368916877,1.0016259555248492
7,59,1,801016,1,False,,I,66,6.093894303546468,0.1798503136145894,4.119644113649522e-05,0.0013958649997387633,1.000394240295605
7,72,2,802013,2,True,F,I,66,6.092306730920575,0.16595304575456596,0.00013258691368642564,0.004867401758166248,1.0002383872587546
7,30,3,803010,1,False,,F,66,6.135794762262795,0.15341114869750938,-0.00010872426725887383,-0.00434850918748286,1.0004212018957093
7,91,4,804007,1,False,,I,66,6.175144993276391,0.19578056474026007,3.864199309719688e-06,0.00012188130651257413,1.0004986026511662
7,43,5,805004,1,False,,F,66,6.131275820886436,0.0974370830601644,8.656103274770941e-05,0.005446895067494592,1.0000397130238712
7,75,6,806001,1,False,,I,66,6.156733166942498,0.23113043212565085,9.988660476946106e-05,0.0026607278273955313,1.0006045970905597
7,76,7,806998,1,False,,I,66,6.111393522879249,0.2226637405970122,7.791632998301055e-05,0.002138549155357533,1.0005856376888993
7,15,8,807995,1,False,,I,66,6.145444080956815,0.24581278995506442,0.00018676960892205486,0.0046693346910779325,1.000613010129995
7,61,9,808992,1,False,,I,66,6.156963365579764,0.16121476241056287,5.189638138064919e-05,0.001981978040888469,1.0002908657902976
8,44,0,900022,2,True,F,I,66,6.01791413388126,0.2640916348987404,-9.537008971572881e-05,-0.0021732191974487,1.00105772430029
8,88,1,901019,2,True,I,F,66,6.054216946998739,0.1741941434099724,6.862492857466279e-05,0.0023850985884355165,1.0003452399869945
8,74,2,902016,2,True,F,I,66,5.960842466512819,0.12941332763795074,-1.1635938928749997e-06,-5.3595715502919375e-05,1.0002368101247934
8,48,3,903013,1,False,,I,66,6.0555032538722235,0.22545213071357337,-0.00011395649721395068,-0.003060800257206255,1.000806702881084
8,59,4,904010,2,True,I,F,66,6.011203524655346,0.17461833302092833,2.200344242371588e-05,0.0007574643988576137,1.00039983342103
8,79,5,905007,1,False,,F,66,5.964671048076115,0.1772587335160735,5.910321452421992e-05,0.001988794715645655,1.0003824066151585
8,25,6,906004,2,True,F,I,66,6.067343741763472,0.29158503644411676,0.00011943454123549769,0.002485211261696157,1.0010348207108823
8,52,7,907001,2,True,I,F,66,5.972272935124635,0.2203665368214434,8.20589939618748e-05,0.002223925264646079,1.000598503052263
8,45,8,907998,3,True,F,I,66,6.050736085595808,0.14004882713808356,3.152066674277872e-05,0.0013618338660782636,1.0002363142915238
