seed,round,client_id,client_visit_index,participation_gap,probe_ratio,epsilon,previous_obs_input_norm,previous_obs_age_rounds,status,skip_reason,predicted_response_norm,realized_response_norm,response_cosine,response_nre,response_norm_ratio,actual_delta_update_norm,predicted_delta_update_norm,conflict,predicted_support,realized_support,support_sign_agreement,predicted_active,base_alignment,shadow_alignment,alignment_change,alignment_identity_abs_error,shadow_displacement_norm,epsilon_geometry_abs_error,response_identity_abs_error
1,8,45,3,3,0.02,0.021542832851409913,1.0771416425704956,3,ok,,1.2662333250045776,35.80448532104492,0.0058074026894940475,0.966240278171629,28.27637261946743,0.7712125778198242,0.02727825287145862,-0.04288199543952942,-0.0086697768419981,-0.012176643125712872,1,0,0.007792492397129536,0.007530180737376213,-0.0002623116597533226,7.727795179322035e-09,0.021537719294428825,5.113556981087286e-06,2.1627508672850126e-08
1,8,45,3,3,0.05,0.05385708212852478,1.0771416425704956,3,ok,,1.2662333250045776,15.41942310333252,0.0014978322688826641,0.9271098630099613,12.17739479670115,0.8294413089752197,0.06819563217864655,-0.04288199543952942,-0.0086697768419981,-0.07138435542583466,1,0,0.007792492397129536,0.00394794438034296,-0.0038445480167865753,5.0760744054259566e-09,0.05378211662173271,7.496550679206987e-05,1.6116786127895466e-08
1,8,45,3,3,0.1,0.10771416425704956,1.0771416425704956,3,ok,,1.2662333250045776,8.465193748474121,0.01045801188899373,0.8780956779959272,6.685334828347558,0.9130754470825195,0.1363912643572931,-0.04288199543952942,-0.0086697768419981,-0.031117472797632217,1,0,0.007792492397129536,0.004440703429281712,-0.003351788967847824,3.608340604175503e-09,0.10756426304578781,0.00014990121126175204,1.774746927196702e-08
1,8,45,3,3,0.2,0.21542832851409913,1.0771416425704956,3,ok,,1.2662333250045776,4.5993170738220215,0.015516538610940931,0.8100665714801192,3.632282441943914,0.9924619197845459,0.2727825287145862,-0.04288199543952942,-0.0086697768419981,-0.015937671065330505,1,0,0.007792492397129536,0.004359079524874687,-0.0034334128722548485,1.2965756823659497e-08,0.215128555893898,0.0002997726202011164,1.9252535565783546e-08
1,8,45,3,3,0.4,0.43085665702819825,1.0771416425704956,3,ok,,1.2662333250045776,2.613436460494995,0.016745964048353715,0.7426163915845265,2.0639454110746005,1.1245408058166504,0.5455650574291724,-0.04288199543952942,-0.0086697768419981,-0.009804224595427513,1,0,0.007792492397129536,0.003568279789760709,-0.004224212607368827,2.826570710996734e-09,0.43025705218315125,0.0005996048450470082,2.1762698310112683e-08
1,9,45,4,1,0.02,0.021158287525177004,1.05791437625885,1,ok,,1.2501730918884277,36.041629791259766,0.003474541073629171,0.966938088418341,28.829311736976248,0.7624320983886719,0.026451521734414885,-0.13366706669330597,0.09648710489273071,0.04055773466825485,1,0,-0.028252877295017242,-0.02739473432302475,0.0008581429719924927,1.0760511717127288e-08,0.02114897407591343,9.313449263574636e-06,2.1538808070431514e-08
1,9,45,4,1,0.05,0.052895718812942506,1.05791437625885,1,ok,,1.2501730918884277,15.766053199768066,0.0031749955889482967,0.9292143026938631,12.611096257031345,0.8329026699066162,0.06612880433603721,-0.13366706669330597,0.09648710489273071,0.056239768862724304,1,0,-0.028252877295017242,-0.02527802810072899,0.002974849194288254,6.1944207094440096e-09,0.0528109148144722,8.480399847030778e-05,1.707756602797872e-08
1,9,45,4,1,0.1,0.10579143762588501,1.05791437625885,1,ok,,1.2501730918884277,8.665633201599121,0.0009910350983617132,0.882762274095938,6.931546725663775,0.9178722500801086,0.13225760867207442,-0.13366706669330597,0.09648710489273071,0.013658507727086544,1,0,-0.028252877295017242,-0.02680792473256588,0.0014449525624513626,6.0582138199268e-10,0.10562091320753098,0.0001705244183540372,1.8794073852745896e-08
1,9,45,4,1,0.2,0.21158287525177003,1.05791437625885,1,ok,,1.2501730918884277,4.681252479553223,0.016465392652548927,0.8135772834385936,3.7444834718673166,0.9918739795684814,0.26451521734414885,-0.13366706669330597,0.09648710489273071,0.029094528406858444,1,0,-0.028252877295017242,-0.022096963599324226,0.006155913695693016,9.72127560654873e-09,0.21124091744422913,0.0003419578075408991,2.0216912588466585e-08
1,9,45,4,1,0.4,0.42316575050354005,1.05791437625885,1,ok,,1.2501730918884277,2.6793265342712402,0.022861679683498042,0.7445523821957202,2.1431644559089698,1.1322991847991943,0.5290304346882977,-0.13366706669330597,0.09648710489273071,0.02103409543633461,1,0,-0.028252877295017242,-0.01935196854174137,0.008900908753275871,2.82037500992649e-11,0.42247888445854187,0.00068686604499818,2.3137094018466087e-08
1,12,45,5,3,0.02,0.012827651500701904,0.6413825750350952,3,ok,,2.100971221923828,47.10651779174805,0.005251391731530506,0.9580068852558457,22.421305584847985,0.6046098470687866,0.02695052664784271,0.007202772423624992,0.013517053797841072,-0.017915135249495506,0,1,-0.044866204261779785,-0.0450960174202919,-0.00022981315851211548,4.046943646868065e-09,0.012802225537598133,2.542596310377114e-05,1.3345297311673221e-08
1,12,45,5,3,0.05,0.032069128751754765,0.6413825750350952,3,ok,,2.100971221923828,20.871112823486328,0.006125452235094796,0.9125934034473899,9.934030797606558,0.6694476008415222,0.06737631661960677,0.007202772423624992,0.013517053797841072,-0.0836249589920044,0,1,-0.044866204261779785,-0.04754798114299774,-0.0026817768812179565,2.6955568445743983e-09,0.032073769718408585,4.640966653819689e-06,9.0595291268869e-09
1,12,45,5,3,0.1,0.06413825750350953,0.6413825750350952,3,ok,,2.100971221923828,11.709190368652344,0.009011174134937556,0.8597823742054832,5.573227394292835,0.7508643865585327,0.13475263323921355,0.007202772423624992,0.013517053797841072,-0.053412698209285736,0,1,-0.044866204261779785,-0.04829200357198715,-0.003425799310207367,1.9185029558922706e-09,0.06414789706468582,9.639561176291722e-06,1.0212992229696738e-08
1,12,45,5,3,0.2,0.12827651500701906,0.6413825750350952,3,ok,,2.100971221923828,6.403995037078857,0.02126933129918847,0.7875482718942625,3.0481117353010507,0.82161945104599,0.2695052664784271,0.007202772423624992,0.013517053797841072,-0.02553054317831993,0,1,-0.044866204261779785,-0.048141177743673325,-0.0032749734818935394,4.376742434621106e-09,0.1282961666584015,1.9651651382429636e-05,1.1182943460141814e-08
1,12,45,5,3,0.4,0.2565530300140381,0.6413825750350952,3,ok,,2.100971221923828,3.7862372398376465,0.029888024820820543,0.724957803390039,1.8021366501007297,0.9715831875801086,0.5390105329568542,0.007202772423624992,0.013517053797841072,-0.010631649754941463,0,1,-0.044866204261779785,-0.04759378731250763,-0.0027275830507278442,1.092049606125911e-09,0.2565910220146179,3.799200057980068e-05,1.319623343931653e-08
1,14,30,3,4,0.02,0.02449227333068848,1.2246136665344238,4,ok,,1.3490495681762695,27.287527084350586,0.00045367956890483336,0.9540338968510232,20.227223467570106,0.6688510179519653,0.03304129076042046,0.02208314836025238,0.009061798453330994,-0.05754748731851578,0,1,-0.06296014785766602,-0.06436961144208908,-0.0014094635844230652,5.2044763522701015e-09,0.02443336881697178,5.8904513716699636e-05,1.6212657882874737e-08
1,14,30,3,4,0.05,0.06123068332672119,1.2246136665344238,4,ok,,1.3490495681762695,12.111689567565918,0.008757938892420991,0.9043968489949598,8.977942585112189,0.7416887283325195,0.08260322690105114,0.02208314836025238,0.009061798453330994,0.017269808799028397,1,1,-0.06296014785766602,-0.06190268695354462,0.001057460904121399,1.8710435067828893e-08,0.06121518835425377,1.5494972467423873e-05,5.400358826790352e-09
1,14,30,3,4,0.1,0.12246136665344239,1.2246136665344238,4,ok,,1.3490495681762695,6.719934463500977,0.012369662590126142,0.8474313087795429,4.98123613988508,0.8228046298027039,0.16520645380210228,0.02208314836025238,0.009061798453330994,-0.010263233445584774,0,1,-0.06296014785766602,-0.0642169862985611,-0.0012568384408950806,1.1153134549376706e-08,0.12242986261844635,3.150403499603549e-05,6.0076432717437456e-09
1,14,30,3,4,0.2,0.24492273330688477,1.2246136665344238,4,ok,,1.3490495681762695,3.8182318210601807,0.014626093496787748,0.7793242227973762,2.8303124741510257,0.9350242614746094,0.33041290760420455,0.02208314836025238,0.009061798453330994,0.006389542017132044,1,1,-0.06296014785766602,-0.06139519810676575,0.0015649497509002686,5.655485102364771e-09,0.24485956132411957,6.31719827652033e-05,6.811387454064288e-09
1,14,30,3,4,0.4,0.48984546661376954,1.2246136665344238,4,ok,,1.3490495681762695,2.1872589588165283,0.019400802219814457,0.7208501577596607,1.6213332781921288,1.0713891983032227,0.6608258152084091,0.02208314836025238,0.009061798453330994,0.0022565850522369146,1,1,-0.06296014785766602,-0.0618547722697258,0.001105375587940216,2.369926432833555e-09,0.4897189736366272,0.0001264929771423451,7.845961214059116e-09
1,14,40,3,2,0.02,0.04234605312347412,2.117302656173706,2,ok,,0.9733301401138306,30.300649642944336,-0.0014317695954238349,0.9694198090342178,31.130906558970377,1.282707691192627,0.04121668981993878,0.040027059614658356,-0.009028488770127296,0.09361391514539719,0,0,-0.06002034991979599,-0.05605615675449371,0.003964193165302277,1.3341458889037927e-08,0.04232485964894295,2.1193474531173984e-05,3.616123578353836e-08
