round,client_id,reason,group,parameter_numel,conflict,support,update_norm,response_direction_projection
4,96,no_need,features,14723136,-0.07575031952763567,0.043129593325321736,0.9215951434003197,0.043129593325321736
4,96,no_need,classifier,18882560,-0.03242212582608772,0.015664652326563555,0.33789997301295754,0.015664652326563555
4,96,no_need,fc,40970,-0.03137836739915656,0.018144737667171285,0.3308943660980699,0.018144737667171285
5,96,no_need,features,14723136,-0.08767645199323226,0.04163183378006963,0.9627650791620309,0.04163183378006963
5,96,no_need,classifier,18882560,-0.03038559220613024,0.004038891008093515,0.31079620319037626,0.004038891008093515
5,96,no_need,fc,40970,-0.027542295400053263,0.006359120063279988,0.3018145498475043,0.006359120063279988
5,1,no_need,features,14723136,-0.023588159171566765,0.0031081519044064976,0.9960587801134018,0.0031081519044064976
5,1,no_need,classifier,18882560,-0.02525766438975552,0.0013533169556581015,0.3730651964615372,0.0013533169556581015
5,1,no_need,fc,40970,-0.01584153042313119,0.0004887697023150395,0.36645617213266984,0.0004887697023150395
6,1,no_need,features,14723136,-0.16071664345507491,0.0911024268217524,1.0030844582671463,0.0911024268217524
6,1,no_need,classifier,18882560,-0.030907298268061822,0.002994627418956952,0.29309115561170845,0.002994627418956952
6,1,no_need,fc,40970,-0.03168102808331241,0.0038198300790099893,0.2789922579188272,0.0038198300790099893
8,45,no_need,features,14723136,-0.0214584497280761,-0.0027393314895149956,0.9538271622486103,-0.0027393314895149956
8,45,no_need,classifier,18882560,-0.01159886984919467,-0.0010078493587570847,0.2902653294840912,-0.0010078493587570847
8,45,no_need,fc,40970,-0.00980952860754769,-0.003089918862315244,0.2849843171767256,-0.003089918862315244
9,66,no_need,features,14723136,-0.03263308719240854,0.002165266331546789,1.568879290486991,0.002165266331546789
9,66,no_need,classifier,18882560,-0.014126177189609734,0.0021142962652902497,0.40987970643119015,0.0021142962652902497
9,66,no_need,fc,40970,-0.006627970846238895,0.0021775671493742266,0.3598093456598391,0.0021775671493742266
9,45,no_need,features,14723136,-0.11005981531757314,0.07017143557057892,0.9982355355639905,0.07017143557057892
9,45,no_need,classifier,18882560,-0.010252474862596728,0.0032915844330432265,0.24400712978399042,0.0032915844330432265
9,45,no_need,fc,40970,-0.013223691470557242,0.003541990522535343,0.23291813281121265,0.003541990522535343
10,52,no_support,features,14723136,0.009583882506667862,-0.010453711153896705,1.6774813681513063,-0.010453711153896705
10,52,no_support,classifier,18882560,0.010233349011741666,-0.0008487013969897816,0.38517788469661357,-0.0008487013969897816
10,52,no_support,fc,40970,0.01140773781662574,-8.065863221418113e-05,0.3360296136703985,-8.065863221418113e-05
10,33,no_need,features,14723136,-1.5898744937812808,0.47973938049170783,2.5102684032436313,0.47973938049170783
10,33,no_need,classifier,18882560,-0.0631803222831877,0.019149866729776477,0.520037526868119,0.019149866729776477
10,33,no_need,fc,40970,-0.03755136571089679,0.011647649012957118,0.42706315913025905,0.011647649012957118
11,75,no_need,features,14723136,-0.01570318917774214,-0.0044251684801039914,1.702092604930595,-0.0044251684801039914
11,75,no_need,classifier,18882560,-0.007737685553820484,-0.0007454542361102767,0.40938960223254806,-0.0007454542361102767
11,75,no_need,fc,40970,-0.0031424139883711177,-0.0007161622511375754,0.34198800214073716,-0.0007161622511375754
11,33,no_need,features,14723136,-1.4307844453082907,0.362420279745038,2.646715771596474,0.362420279745038
11,33,no_need,classifier,18882560,-0.0480440456967699,0.011396802839271913,0.5056549590583874,0.011396802839271913
11,33,no_need,fc,40970,-0.026501394662773237,0.006104276412429499,0.4106159856572424,0.006104276412429499
11,52,no_need,features,14723136,-0.3238448009783497,0.12411905365775056,1.5242918329486348,0.12411905365775056
11,52,no_need,classifier,18882560,-0.013178261143934833,0.002635686433052342,0.3261939259571791,0.002635686433052342
11,52,no_need,fc,40970,-0.008731790903766523,0.001089250211862236,0.2837166000710754,0.001089250211862236
12,45,active,features,14723136,-0.00673060823092442,0.0034966426212754698,1.0700693603658464,0.0034966426212754698
12,45,active,classifier,18882560,0.0023056210513914266,0.0020995918882817932,0.24250249764167073,0.0020995918882817932
12,45,active,fc,40970,0.011611890404310543,0.0008089623006526381,0.2160404706565468,0.0008089623006526381
12,44,no_need,features,14723136,-0.012057295534155764,0.0006962611318392931,1.8981150444377664,0.0006962611318392931
12,44,no_need,classifier,18882560,0.0019505002537698601,-0.0017818714533177626,0.4302861830806665,-0.0017818714533177626
12,44,no_need,fc,40970,-0.0014315853240987053,-0.0008940267380239675,0.3802573452646618,-0.0008940267380239675
12,1,no_support,features,14723136,-0.004790175310120065,0.0005235464493011932,1.0615508167848426,0.0005235464493011932
12,1,no_support,classifier,18882560,0.00799332879546455,-0.002313856453270091,0.2806204148483655,-0.002313856453270091
12,1,no_support,fc,40970,0.009869566260022111,-0.00296335401617398,0.2525089874011515,-0.00296335401617398
12,93,no_support,features,14723136,-0.0005891513254674113,0.003674164274340086,1.7248239764812183,0.003674164274340086
12,93,no_support,classifier,18882560,0.02051646838663146,-0.0019120047168144083,0.4610885932511405,-0.0019120047168144083
12,93,no_support,fc,40970,0.034804380768036935,-0.0029699819019697316,0.41225067301890267,-0.0029699819019697316
12,88,active,features,14723136,0.003526094039166543,-0.0020348270380896594,1.2854475880231817,-0.0020348270380896594
12,88,active,classifier,18882560,-0.0006224838853654546,0.003107048512674737,0.3064103150594472,0.003107048512674737
12,88,active,fc,40970,-0.00028995919637964107,0.005000454984838143,0.2623452064983315,0.005000454984838143
13,75,no_support,features,14723136,0.004927664813834552,-0.004151011146483086,1.7044000806439386,-0.004151011146483086
13,75,no_support,classifier,18882560,0.0035172072721252334,-0.0034512324533579886,0.369196718071401,-0.0034512324533579886
13,75,no_support,fc,40970,0.011292255541775376,-0.003587017936297343,0.30499643516866853,-0.003587017936297343
13,68,no_need,features,14723136,-0.013790155563800255,-0.002377524223604155,2.003991512931589,-0.002377524223604155
13,68,no_need,classifier,18882560,-0.0027396601290092804,-0.0006457029812878545,0.41979063452800186,-0.0006457029812878545
13,68,no_need,fc,40970,0.00043636134068947285,-0.0013749178383477556,0.35806522642442556,-0.0013749178383477556
13,72,no_support,features,14723136,0.003493100666844386,-0.00570731586813622,1.2128223589031497,-0.00570731586813622
13,72,no_support,classifier,18882560,0.01015042335166072,-0.002165367770658122,0.29883843738127996,-0.002165367770658122
13,72,no_support,fc,40970,0.013148639824066777,-0.0010375550455137272,0.26100449592510244,-0.0010375550455137272
